,title,cast,description,genre,duration,release_year,country,rating
3695,locke&key,darby stanchfield  connor jessup  emilia jones  jackson robert scott  petrice jones  laysla de oliveira  griffin gluck  sherri saum  aaron ashmore  bill heck  genevieve kang  kevin alves  thomas mitchell barnet  eric graise  felix mallard  martin roach  steven williams  coby bird,dad ' murder three sibling move mom ancestral estate discover magical key unlock power â€ ” secrets .,tv,one,2020,canada  united states,tv-pg
3697,lockedup,maggie civantos  najwa nimri  carlos hipã³lito  roberto enrã­quez  cristina plazas  berta vã¡zquez  alba flores  inma cuevas  marã­a isabel dã­az  marã­a salgueiro  ramiro blas  alberto velasco  marta aledo  daniel ortiz  harlys becerra  laura baena  jesãºs castejã³n  verã³nika moral,manipulated embezzling fund boyfriend sentenced prison naã¯ve young woman must quickly learn survive harsh new world .,crime,five,2020,spain,r
3700,locust,pyotr fyodorov  paulina andreeva  dmitry shevchenko  aleksey gorbunov  evgeniya dmitrieva  maksim pinsker,torrid affair passionate lowborn poet wealthy moscow heiress engulfed class difference criminality eventually murder .,crime,one,2014,russia,r
3704,lolirock,kazumi evans  kelly sheridan  vincent tong  ashleigh ball  tabitha st. germain  mackenzie gray  matt ellis  james kirk  chiara zanni,teenager beautiful voice becomes pop star discovers ha power come magical realm ' lost princess .,kids',two,2016,south korea  france,tv-y
3709,londonspy,ben whishaw  jim broadbent  edward holcroft  samantha spiro  charlotte rampling  lorraine ashbourne  david hayman  clarke peters  adrian lester  harriet walter,reclusive-banker lover disappears hard-partying young british hedonist plunge dangerous world espionage find truth .,british,one,2015,united kingdom,r
3712,longmire,robert taylor  katee sackhoff  lou diamond phillips  bailey chase  cassidy freeman  adam bartley  louanne stephens,contemporary crime thriller focus wyoming sheriff ' rebuilding life career following death wife .,crime,six,2017,united states,r
3713,loolookids:johny&friendsmusicaladventures,,music-loving baby johny go dance-filled adventure family friend adorable critter colorful animated preschooler series .,kids',one,2016,,tv-y
3719,los10aã±osdepetercapusotto,diego capusotto  ivana acosta,fictional personality peter capusotto parody argentine culture rock music series humorous sketch recurring characters .,international,one,2015,,r
3722,lostiemposdepabloescobar,,featuring never-before-seen image personal testimony story one notorious drug smuggler time .,crime,one,2012,colombia,tv-pg
3724,losers,,""" winning everything "" society handle failure ? series profile athlete turned agony defeat human triumph .",docuseries,one,2019,,r
3726,lost&foundmusicstudios,victoria baldesarra  sarah carmosino  jordan clark  deshaun clarke  keara graves  katrina hachey  shane harte  ali milner  levi randall  brittany raymond  trevor tordjman  michael torontow  alex zaichkowski  matthew bacik  alyssa baker  ella jonas farlinger  ian matthews  rakim kelly  bailey pelkman  olivia solo,teen singers-songwriters elite music program form bond friendship creativity romance turning passion profession .,kids',two,2016,canada,tv-pg
3728,lostgirl,anna silk  kris holden-ried  ksenia solo  richard howland  zoie palmer  k.c. collins,discovering ' succubus sustains feeding sexual energy human seductive bo set journey understand .,tv,five,2015,canada,tv-pg
3731,lostinspace,molly parker  toby stephens  max jenkins  taylor russell  mina sundwall  parker posey  ignacio serricchio,crash-landing alien planet robinson family fight odds survive escape. ' surrounded hidden dangers .,tv,two,2019,united states,tv-pg
3732,lostsong,konomi suzuki  yukari tamura  misaki kuno  chiaki takahashi  seiichiro yamashita  asami seto  yu serizawa  ai kayano  tsuyoshi koyama  yuto suzuki  mitsuru ogata  hiroshi ito,war loom kingdom neunatia two young woman burdened blessed power song .,anime,one,2018,japan,tv-pg
3737,love,gillian jacobs  paul rust  claudia o'doherty,rebellious mickey good-natured gu navigate thrill agony modern relationship bold comedy co-created judd apatow .,romantic,three,2018,united states,r
3738,love@seventeen,lego lee  nikki hsin-ying hsieh  edison wang  amanda chou,radically changed misunderstanding 13 year ago biotech expert run old flame suffers illness take back past .,international,one,2016,taiwan,tv-pg
3739,love&anarchy,ida engvoll  bjã¶rn mosten  carla sehn  reine brynolfsson  gizem erdogan  bjã¶rn kjellman  ruben lopez  johannes kuhnke  elsa agemalm reiland  benjamin shaps  disa ã–strand  ejke blomberg  lars vã¤ringer,married consultant young tech kick flirty game challenge societal norm â€ ” lead re-evaluate entire lives .,international,one,2020,sweden,r
3740,love101,pä±nar deniz  kubilay aka  mert yazä±cä±oäÿlu  alina boz  selahattin paåÿalä±  ä°pek filiz yazä±cä±  kaan urgancä±oäÿlu  mã¼fit kayacan  bade ä°åÿã§il  tuba ãœnsal,trying make teacher fall basketball coach four misfit model student find friendship love courage .,international,one,2020,turkey,r
3742,lovealarm,kim so-hyun  jung ga-ram  song kang  ko min-si  z. hera  shin seung-ho  lee jae-eung  song sun-mi,world app alert people someone vicinity like kim jojo experience young love coping personal adversities .,international,one,2019,south korea,r
3743,loveandfortune,eri tokunaga  daichi watanabe  fuju kamio  sairi ito  mina fujii  mansaku ikeuchi  kinuo yamada  yuka ogura  enon kawatani  yui imaizumi  noriko eguchi  masanobu ando  kitaro,frustrated life boyfriend thirty-something wako canâ€ ™t stop interested high schooler yumeaki despite age gap .,international,one,2018,japan,r
3744,loveandhongkong,eiko koike  ryo yoshizawa  fumika baba  moga mogami  tomo yanagishita  kaoru nagata  ryo iwamatsu,life five stranger become intertwined forever starlet filming documentary kidnapped street hong kong .,international,one,2017,japan,tv-pg
3746,lovearound,george hu  annie chen  mandy tao  jack lee  tan ai-chen  jian chang  wang chuan,chance meeting ballpark kind son former gangster try help outgoing radio dj get recent heartbreak .,international,one,2013,taiwan,tv-pg
3748,lovechequecharge,george hu  phoebe yuan  hsieh kun da  jay shih  smile weng  jet chao  jessie chang,three year making wild promise woman distress rigid businessman run must decide whether honor word .,international,one,2014,taiwan,tv-pg
3749,lovecuisine,lego lee  allison lin  duncan chow  nita lei  hank wu  calvin lee  fu lei,successful taiwanese chef move home europe teach cooking school. soon clash pretty teacher met odd circumstances .,international,one,2015,taiwan,r
3751,lovefamily,chris wang  serena fang  jack lee  amanda chou  yin fu  rabbit yang  meng-sheng shen,wealthy heir ' search nameless childhood sweetheart lead inn run family three sisters. one true love ?,international,one,2013,taiwan,r
3754,loveforten:generationofyouth,sung-yeol lee  ji-hyun nam  clara lee  jin won,nerdy engineering student fall pretty outgoing girl college. get closer join theater group belongs .,international,one,2013,south korea,tv-pg
3758,loveisintheair,murat ãœnalmä±åÿ  birce akalay  selen soyder  erman okay  kanbolat gorkem arslan  levent yilmaz  aysegã¼l gã¼nay  selma kutluäÿ  ulvi alacakaptan  ä°pek erdem  yilmaz calayir  isil yã¼cesoy,toprak lost baby hired wet nurse wealthy yusuf ' motherless son. yusuf drawn toprak also scheming sister .,international,one,2010,united kingdom,tv-pg
3763,lovemeasiam,alper saldä±ran  zeynep ã‡amcä±  burcu altä±n  umut kurt  eda ece  ozan osmanpaåÿaoäÿlu  mert turak  burcu biricik  yusuf akgã¼n  selen uã§er,wealthy college boy ã – mer lower class college girl aysem fall love quickly marry learn love life ' always perfect .,international,three,2015,turkey,tv-pg
3764,lovemeorleaveme,ann hsu  chris wang  alan kuo  k'ang-i lee  albee huang,marriage-phobic woman hire seductress test faithful eager-to-wed boyfriend plan take unexpected turn .,international,one,2012,taiwan,tv-pg
3766,lovenow,annie chen  george hu  bobby dou  vivi lee  harry chang  esther yang  mandy wei,loved one cook morbid plan make take time work yang yiru go vacation truly believing ha terminal cancer .,international,one,2012,taiwan,tv-pg
3770,loveonthespectrum,brooke satchwell,finding love hard anyone. young adult autism spectrum exploring unpredictable world dating even complicated .,docuseries ,one,2019,australia,tv-pg
3772,loverain,keun-suk jang  yoon-ah im  shi-hoo kim  eun-seo son  in-guk seo  bo-ra hwang  jin-young jung  mi-sook lee,story two couples ' journey new love loss unexpected reunion span decade 1970s present day .,international,one,2012,south korea,tv-pg
3773,loverhythms-accidentaldaddy,udom taephanit,successful dj ' bachelor lifestyle upended young woman claim long lost daughter .,international,one,2016,,r
3776,lovestorm,chris wu  chen yu  greg han  esther yeh  yeh chen-ting  deng yu-kai,three grown sibling must rethink idea family learn parent getting divorced eye new partners .,international,one,2016,,tv-pg
3780,loveyourgarden,alan titchmarsh  david domoney  frances tophill  katie rushworth,famed horticulturist alan titchmarsh host uplifting show team travel u.k. planting dream garden deserving citizens .,british,one,2013,united kingdom,tv-pg
3781,lovechunibyo&otherdelusions!,jun fukuyama  maaya uchida  chinatsu akasaki  azumi asakura  sumire uesaka  yuri amano  kaori fukuhara  mami shitara  soichiro hoshi  kikuko inoue  eri sendai  juri nagatsuma,high schooler yuta want leave past delusional weirdo behind. classmate rikka ha delusion ' interested .,anime,two,2014,japan,tv-pg
3782,lovedeath&robots,topher grace  mary elizabeth winstead  gary cole  samira wiley  daisuke tsuji  maurice lamarche  rebecca riedy  helen sadler  hayley mclaughlin  time winters  elly condron  stefan kapicic  bruce thomas  jeff berg  aaron himelstein  carlos alazraqui  jill talley  brian bloom  chris cox  michael benyaer  fred tatasciore  scott whyte  josh brener  gary anthony williams  chris parnell  graham hamilton  adam bartley  kevin michael richardson  emma thornett  henry douthwaite  madeleine knight  rebecca banatvala  kirk thornton  yuri lowenthal  elaine tan  matthew yang king  gwendoline yeo  neil kaplan  g.k. bowes  courtenay taylor,terrifying creature wicked surprise dark comedy converge nsfw anthology animated story presented tim miller david fincher .,tv,one,2019,united states,r
3787,lovesick,kongyingyong chonlathorn  phumphothingam nawat  luangsodsai anupart  nuchanart veerakaarn  chindavanich primrose  charnmanoon pannin  nungira hanwutinanon  ausavaterakul ausavapat  sirikiet saejea  nontapan chuenwarin,love academic get complicated all-male college happens located next all-female high school .,international,one,2014,,r
3789,lovestruckinthecity,ji chang-wook  kim ji-won  kim min-seok  han ji-eun  ryu gyeong-soo  so joo-yeon,heart stolen free-spirited woman beachside romance passionate architect set reunite street seoul .,international,one,2020,south korea,tv-pg
3805,lucifer,tom ellis  lauren german  kevin alejandro  d.b. woodside  lesley-ann brandt  scarlett estevez  rachael harris  aimee garcia  tricia helfer  tom welling  jeremiah w. birkett  pej vahdat  michael gladis,bored lord hell devil relocates los angeles open nightclub form connection homicide detective .,crime,five,2020,united states,tv-pg
3809,luckydays,chris wang  tammy chen  fan kuang-yao  chen bor jeng  lin mei-hsiu  ma nien-hsien,laidback ren divorce money-crazy wife find time-traveling computer decides use reboot marriage .,international,one,2010,china,tv-pg
3812,lugardemulher,,four comedian brazil riff sexuality politics religion motherhood â€ “ set prove woman ' place anywhere want .,international,one,2019,brazil,r
3813,luismiguel-theseries,diego boneta  juan pablo zurita  camila sodi  ã“scar jaenada  izan llunas  paulina dã¡vila  martã­n bello  anna favella  cã©sar bordã³n  vanessa bauche,series dramatizes life story mexican superstar singer luis miguel ha captivated audience latin america beyond decades .,international,one,2018,mexico,r
3815,lunanera,antonia fotaras  giorgio belli  manuela mandracchia  roberto de francesco  federica fracassi  lucrezia guidone  adalgisa manfrida  giada gagliardi  giandomenico cupaiuolo  gloria carovana  filippo scotti,17th-century italy teenager learns destiny among family witch boyfriend ' father hunt witchcraft .,international,one,2020,italy,r
3816,lunapetunia,ciara alexys  katie griffin  cory doran  jonah wineberg,help magic toy chest fun-loving luna petunia enters fantastic land amazia adventure friendship learning await .,kids',three,2017,united states,tv-y
